PaymentID,OrderID,PaymentMode,PaymentAmount,PaymentStatus,PaymentDate
884,884,Wallet,8868,Paid,2025-11-23 16:33:10.639136
885,885,NetBanking,47827,Paid,2024-03-20 16:33:10.639136
886,886,NetBanking,35239,Paid,2025-07-10 16:33:10.639136
887,887,UPI,59846,Refunded,2024-09-15 16:33:10.639136
888,888,Wallet,39703,Failed,2025-08-15 16:33:10.639136
889,889,COD,67346,Paid,2024-02-29 16:33:10.639136
890,890,Card,33532,Refunded,2025-02-12 16:33:10.639136
891,891,NetBanking,28127,Failed,2025-01-20 16:33:10.639136
892,892,COD,1148,Failed,2024-11-13 16:33:10.639136
893,893,Wallet,17147,Failed,2024-08-26 16:33:10.639136
894,894,Wallet,7770,Refunded,2024-02-29 16:33:10.639136
895,895,Card,15625,Failed,2025-09-08 16:33:10.639136
896,896,Wallet,32294,Refunded,2025-03-24 16:33:10.639136
897,897,COD,32404,Refunded,2024-05-13 16:33:10.639136
898,898,NetBanking,64746,Refunded,2025-08-03 16:33:10.639136
899,899,COD,66073,Failed,2024-11-12 16:33:10.639136
900,900,COD,5658,Refunded,2025-09-16 16:33:10.639136
901,901,Wallet,41546,Refunded,2025-10-12 16:33:10.639136
902,902,Card,3339,Paid,2024-08-27 16:33:10.639136
903,903,UPI,60646,Refunded,2025-03-05 16:33:10.639136
904,904,NetBanking,865,Refunded,2025-02-03 16:33:10.639136
905,905,Card,55686,Refunded,2025-11-19 16:33:10.639136
906,906,UPI,16478,Refunded,2025-02-23 16:33:10.639136
907,907,Card,27295,Refunded,2024-03-28 16:33:10.639136
908,908,Card,79767,Refunded,2025-12-24 16:33:10.639136
909,909,Wallet,52917,Failed,2024-09-06 16:33:10.639136
910,910,Card,2995,Refunded,2024-08-06 16:33:10.639136
911,911,Card,47152,Failed,2025-02-14 16:33:10.639136
912,912,COD,621,Paid,2024-03-20 16:33:10.639136
913,913,NetBanking,78481,Refunded,2025-10-18 16:33:10.639136
914,914,UPI,46497,Failed,2024-04-20 16:33:10.639136
915,915,Card,60874,Paid,2024-08-04 16:33:10.639136
916,916,UPI,15597,Paid,2025-11-23 16:33:10.639136
917,917,Wallet,47029,Paid,2024-05-24 16:33:10.639136
918,918,Wallet,42976,Paid,2024-03-12 16:33:10.639136
919,919,COD,16980,Paid,2024-05-09 16:33:10.639136
920,920,Wallet,18554,Refunded,2024-03-29 16:33:10.639136
921,921,NetBanking,67987,Paid,2024-04-15 16:33:10.639136
922,922,COD,69451,Paid,2026-01-28 16:33:10.639136
923,923,UPI,74467,Paid,2024-04-16 16:33:10.639136
924,924,COD,39170,Refunded,2024-12-09 16:33:10.639136
925,925,NetBanking,28710,Refunded,2025-02-20 16:33:10.639136
926,926,NetBanking,63824,Refunded,2025-05-21 16:33:10.639136
927,927,Card,77127,Refunded,2024-07-21 16:33:10.639136
928,928,COD,43389,Refunded,2026-01-15 16:33:10.639136
929,929,COD,31225,Refunded,2024-06-05 16:33:10.639136
930,930,COD,11294,Refunded,2024-07-28 16:33:10.639136
931,931,NetBanking,19249,Refunded,2024-08-29 16:33:10.639136
932,932,Wallet,18298,Failed,2024-11-26 16:33:10.639136
933,933,Card,77123,Failed,2024-05-29 16:33:10.639136
934,934,Wallet,45196,Paid,2025-02-24 16:33:10.639136
935,935,COD,61415,Refunded,2025-04-22 16:33:10.639136
936,936,Wallet,69137,Refunded,2024-05-10 16:33:10.639136
937,937,COD,44561,Refunded,2024-04-01 16:33:10.639136
938,938,Card,7230,Refunded,2024-06-24 16:33:10.639136
939,939,Wallet,55672,Refunded,2025-11-15 16:33:10.639136
940,940,COD,39958,Failed,2025-07-16 16:33:10.639136
941,941,NetBanking,51014,Paid,2026-01-10 16:33:10.639136
942,942,COD,2152,Refunded,2024-12-16 16:33:10.639136
943,943,Wallet,72867,Failed,2025-10-10 16:33:10.639136
944,944,UPI,42842,Refunded,2024-03-21 16:33:10.639136
945,945,Wallet,75187,Paid,2025-12-20 16:33:10.639136
946,946,COD,37962,Failed,2026-02-16 16:33:10.639136
947,947,COD,5583,Paid,2025-01-24 16:33:10.639136
948,948,UPI,58346,Failed,2025-10-20 16:33:10.639136
949,949,COD,45638,Failed,2025-10-26 16:33:10.639136
950,950,Card,48469,Failed,2025-07-23 16:33:10.639136
951,951,Wallet,10397,Paid,2025-07-22 16:33:10.639136
952,952,Card,20194,Failed,2025-05-13 16:33:10.639136
953,953,COD,39524,Failed,2025-05-26 16:33:10.639136
954,954,NetBanking,64839,Failed,2025-03-06 16:33:10.639136
955,955,Wallet,23782,Failed,2024-12-05 16:33:10.639136
956,956,UPI,16740,Paid,2025-07-29 16:33:10.639136
957,957,NetBanking,19649,Failed,2025-10-11 16:33:10.639136
958,958,Card,63445,Refunded,2025-06-14 16:33:10.639136
959,959,Wallet,5251,Paid,2025-07-08 16:33:10.639136
960,960,UPI,37558,Failed,2025-02-25 16:33:10.639136
961,961,Wallet,37451,Refunded,2025-01-01 16:33:10.639136
962,962,Wallet,54733,Failed,2024-11-16 16:33:10.639136
963,963,UPI,57396,Failed,2024-07-03 16:33:10.639136
964,964,Card,74077,Failed,2025-04-25 16:33:10.639136
965,965,NetBanking,15589,Paid,2025-01-21 16:33:10.639136
966,966,COD,77024,Paid,2025-02-04 16:33:10.639136
967,967,UPI,22319,Failed,2025-05-05 16:33:10.639136
968,968,NetBanking,34738,Refunded,2024-03-11 16:33:10.639136
969,969,NetBanking,39669,Paid,2024-07-26 16:33:10.639136
970,970,Card,64532,Paid,2026-01-14 16:33:10.639136
971,971,NetBanking,52275,Failed,2024-09-08 16:33:10.639136
972,972,UPI,37296,Failed,2024-06-13 16:33:10.639136
973,973,Card,36415,Paid,2025-07-11 16:33:10.639136
974,974,UPI,7524,Failed,2024-12-04 16:33:10.639136
975,975,COD,44291,Refunded,2024-10-22 16:33:10.639136
976,976,COD,46493,Failed,2025-11-17 16:33:10.639136
977,977,COD,47848,Failed,2024-08-28 16:33:10.639136
978,978,UPI,55769,Refunded,2025-12-29 16:33:10.639136
979,979,Card,26878,Failed,2025-12-23 16:33:10.639136
980,980,NetBanking,54544,Failed,2025-07-24 16:33:10.639136
981,981,UPI,73664,Refunded,2025-02-17 16:33:10.639136
982,982,UPI,39721,Refunded,2025-10-05 16:33:10.639136
983,983,UPI,4128,Refunded,2025-04-21 16:33:10.639136
984,984,UPI,38696,Paid,2024-05-10 16:33:10.639136
985,985,NetBanking,11838,Failed,2025-01-21 16:33:10.639136
986,986,NetBanking,73489,Failed,2024-07-30 16:33:10.639136
987,987,UPI,76101,Failed,2025-10-08 16:33:10.639136
988,988,Card,29437,Failed,2025-09-10 16:33:10.639136
989,989,NetBanking,6258,Refunded,2026-01-17 16:33:10.639136
990,990,Card,9187,Refunded,2026-01-15 16:33:10.639136
991,991,NetBanking,4924,Refunded,2025-09-30 16:33:10.639136
992,992,Wallet,66546,Refunded,2025-02-11 16:33:10.639136
993,993,UPI,11733,Paid,2025-03-02 16:33:10.639136
994,994,COD,72534,Paid,2025-10-22 16:33:10.639136
995,995,UPI,12368,Paid,2025-03-03 16:33:10.639136
996,996,Card,22903,Paid,2024-08-02 16:33:10.639136
997,997,NetBanking,37560,Paid,2024-03-23 16:33:10.639136
998,998,Wallet,25085,Refunded,2026-01-13 16:33:10.639136
999,999,Card,28660,Refunded,2025-05-07 16:33:10.639136
1000,1000,Card,65706,Refunded,2024-04-02 16:33:10.639136
1001,1001,Card,519,Refunded,2026-01-04 16:33:10.639136
1002,1002,Card,71417,Refunded,2025-12-01 16:33:10.639136
1003,1003,NetBanking,68194,Paid,2025-12-20 16:33:10.639136
1004,1004,UPI,73547,Refunded,2025-11-09 16:33:10.639136
1005,1005,Card,69433,Failed,2024-12-05 16:33:10.639136
1006,1006,NetBanking,68322,Paid,2025-04-16 16:33:10.639136
1007,1007,NetBanking,56859,Failed,2024-10-30 16:33:10.639136
1008,1008,COD,17909,Refunded,2024-02-27 16:33:10.639136
1009,1009,Wallet,30685,Failed,2025-07-27 16:33:10.639136
1010,1010,UPI,24526,Failed,2024-08-27 16:33:10.639136
1011,1011,NetBanking,57211,Failed,2025-06-25 16:33:10.639136
1012,1012,COD,19716,Refunded,2025-04-16 16:33:10.639136
1013,1013,COD,36220,Paid,2024-11-08 16:33:10.639136
1014,1014,NetBanking,73443,Paid,2026-01-19 16:33:10.639136
1015,1015,Card,65068,Refunded,2025-05-08 16:33:10.639136
1016,1016,NetBanking,31607,Failed,2025-10-19 16:33:10.639136
1017,1017,COD,68132,Paid,2026-01-18 16:33:10.639136
1018,1018,Wallet,62376,Failed,2024-12-24 16:33:10.639136
1019,1019,COD,74449,Paid,2025-01-02 16:33:10.639136
1020,1020,NetBanking,69206,Failed,2025-12-29 16:33:10.639136
1021,1021,UPI,40302,Failed,2025-03-18 16:33:10.639136
1022,1022,Wallet,28672,Refunded,2025-11-11 16:33:10.639136
1023,1023,COD,32879,Paid,2025-01-18 16:33:10.639136
1024,1024,COD,57499,Failed,2025-01-02 16:33:10.639136
1025,1025,Card,25888,Refunded,2024-11-30 16:33:10.639136
1026,1026,UPI,20201,Refunded,2025-03-12 16:33:10.639136
1027,1027,Wallet,1656,Refunded,2025-09-19 16:33:10.639136
1028,1028,NetBanking,35362,Refunded,2025-03-22 16:33:10.639136
1029,1029,NetBanking,55027,Refunded,2025-08-03 16:33:10.639136
1030,1030,UPI,16156,Refunded,2025-08-22 16:33:10.639136
1031,1031,Card,18432,Refunded,2024-07-17 16:33:10.639136
1032,1032,Card,18078,Failed,2025-03-17 16:33:10.639136
1033,1033,Wallet,64509,Paid,2024-08-27 16:33:10.639136
1034,1034,UPI,29895,Failed,2024-09-18 16:33:10.639136
1035,1035,Card,63897,Refunded,2025-09-12 16:33:10.639136
1036,1036,COD,7177,Failed,2026-01-10 16:33:10.639136
1037,1037,UPI,26906,Refunded,2025-04-17 16:33:10.639136
1038,1038,NetBanking,39626,Refunded,2025-08-05 16:33:10.639136
1039,1039,COD,65181,Refunded,2024-10-26 16:33:10.639136
1040,1040,UPI,34999,Failed,2025-01-19 16:33:10.639136
1041,1041,Wallet,50668,Refunded,2025-01-17 16:33:10.639136
1042,1042,NetBanking,52549,Refunded,2026-01-01 16:33:10.639136
1043,1043,COD,60542,Refunded,2025-03-19 16:33:10.639136
1044,1044,Wallet,479,Paid,2025-02-14 16:33:10.639136
1045,1045,COD,8995,Refunded,2024-07-02 16:33:10.639136
1046,1046,NetBanking,62980,Refunded,2025-04-28 16:33:10.639136
1047,1047,COD,33682,Refunded,2024-11-15 16:33:10.639136
1048,1048,Card,54494,Paid,2024-08-06 16:33:10.639136
1049,1049,NetBanking,4973,Failed,2025-04-14 16:33:10.639136
1050,1050,UPI,33670,Failed,2025-02-16 16:33:10.639136
1051,1051,Card,33139,Failed,2024-08-18 16:33:10.639136
1052,1052,UPI,8254,Failed,2024-07-22 16:33:10.639136
1053,1053,UPI,67060,Failed,2025-05-17 16:33:10.639136
1054,1054,COD,59957,Refunded,2024-05-31 16:33:10.639136
1055,1055,COD,18194,Paid,2024-10-31 16:33:10.639136
1056,1056,COD,11055,Refunded,2025-09-29 16:33:10.639136
1057,1057,UPI,75127,Refunded,2025-02-08 16:33:10.639136
1058,1058,UPI,44807,Failed,2025-03-08 16:33:10.639136
1059,1059,UPI,31058,Paid,2025-01-08 16:33:10.639136
1060,1060,Wallet,42078,Paid,2025-08-28 16:33:10.639136
1061,1061,UPI,34686,Paid,2024-08-27 16:33:10.639136
1062,1062,Card,73948,Refunded,2025-06-20 16:33:10.639136
1063,1063,NetBanking,54038,Refunded,2024-09-15 16:33:10.639136
1064,1064,Card,64421,Refunded,2025-10-16 16:33:10.639136
1065,1065,UPI,36788,Paid,2024-09-18 16:33:10.639136
1066,1066,Card,72023,Paid,2024-02-20 16:33:10.639136
1067,1067,NetBanking,5515,Refunded,2025-07-20 16:33:10.639136
1068,1068,Wallet,10347,Refunded,2025-07-05 16:33:10.639136
1069,1069,UPI,5201,Failed,2024-07-22 16:33:10.639136
1070,1070,Card,79254,Paid,2025-08-13 16:33:10.639136
1071,1071,COD,46019,Failed,2025-12-20 16:33:10.639136
1072,1072,COD,76271,Failed,2025-02-23 16:33:10.639136
1073,1073,Wallet,78659,Paid,2025-01-25 16:33:10.639136
1074,1074,Card,62207,Paid,2026-02-08 16:33:10.639136
1075,1075,Card,46251,Refunded,2025-11-15 16:33:10.639136
1076,1076,NetBanking,12741,Paid,2024-12-11 16:33:10.639136
1077,1077,Card,41688,Refunded,2024-09-04 16:33:10.639136
1078,1078,UPI,41109,Paid,2025-11-22 16:33:10.639136
1079,1079,NetBanking,63001,Refunded,2025-02-28 16:33:10.639136
1080,1080,UPI,29144,Paid,2025-05-02 16:33:10.639136
1081,1081,UPI,1620,Refunded,2024-07-24 16:33:10.639136
1082,1082,Card,14452,Failed,2025-09-03 16:33:10.639136
1083,1083,Wallet,59939,Failed,2025-01-31 16:33:10.639136
1084,1084,Card,60480,Paid,2024-12-04 16:33:10.639136
1085,1085,NetBanking,31553,Paid,2024-04-03 16:33:10.639136
1086,1086,COD,32421,Paid,2025-11-04 16:33:10.639136
1087,1087,Card,58326,Failed,2024-10-30 16:33:10.639136
1088,1088,UPI,23742,Failed,2025-04-29 16:33:10.639136
1089,1089,NetBanking,46257,Failed,2024-04-03 16:33:10.639136
1090,1090,Card,29253,Paid,2025-04-05 16:33:10.639136
1091,1091,UPI,54440,Failed,2025-01-31 16:33:10.639136
1092,1092,Wallet,3105,Failed,2024-07-17 16:33:10.639136
1093,1093,COD,59665,Failed,2025-01-23 16:33:10.639136
1094,1094,COD,19833,Failed,2025-05-31 16:33:10.639136
1095,1095,Card,7296,Refunded,2024-10-23 16:33:10.639136
1096,1096,NetBanking,62206,Refunded,2024-04-17 16:33:10.639136
1097,1097,Card,59797,Refunded,2025-01-05 16:33:10.639136
1098,1098,UPI,1211,Paid,2025-02-17 16:33:10.639136
1099,1099,NetBanking,72271,Failed,2024-04-01 16:33:10.639136
1100,1100,NetBanking,76096,Paid,2025-01-10 16:33:10.639136
1101,1101,NetBanking,10163,Paid,2024-08-19 16:33:10.639136
1102,1102,UPI,68691,Paid,2025-03-17 16:33:10.639136
1103,1103,NetBanking,78689,Paid,2024-08-21 16:33:10.639136
1104,1104,Card,48038,Paid,2025-09-29 16:33:10.639136
1105,1105,Card,30523,Paid,2025-11-24 16:33:10.639136
1106,1106,COD,35935,Refunded,2024-12-03 16:33:10.639136
1107,1107,Wallet,42100,Paid,2025-04-22 16:33:10.639136
1108,1108,COD,62207,Paid,2025-05-16 16:33:10.639136
1109,1109,Wallet,39102,Paid,2024-07-16 16:33:10.639136
1110,1110,UPI,69407,Paid,2024-03-22 16:33:10.639136
1111,1111,Card,35774,Paid,2025-03-30 16:33:10.639136
1112,1112,COD,54236,Refunded,2025-08-13 16:33:10.639136
1113,1113,COD,43574,Refunded,2024-06-11 16:33:10.639136
1114,1114,Wallet,3417,Paid,2024-03-25 16:33:10.639136
1115,1115,COD,9220,Refunded,2024-04-25 16:33:10.639136
1116,1116,COD,40148,Refunded,2025-07-19 16:33:10.639136
1117,1117,UPI,41626,Paid,2024-04-10 16:33:10.639136
1118,1118,Wallet,29213,Paid,2024-12-06 16:33:10.639136
1119,1119,NetBanking,48044,Refunded,2024-10-29 16:33:10.639136
1120,1120,Card,54810,Paid,2024-10-19 16:33:10.639136
1121,1121,UPI,41580,Failed,2026-02-13 16:33:10.639136
1122,1122,COD,39869,Paid,2025-06-09 16:33:10.639136
1123,1123,UPI,579,Refunded,2025-08-25 16:33:10.639136
1124,1124,COD,15865,Failed,2024-11-14 16:33:10.639136
1125,1125,Card,59292,Failed,2024-03-23 16:33:10.639136
1126,1126,Card,12768,Failed,2024-02-29 16:33:10.639136
1127,1127,COD,57981,Paid,2024-06-11 16:33:10.639136
1128,1128,Card,44896,Refunded,2026-02-04 16:33:10.639136
1129,1129,Wallet,22432,Refunded,2026-01-15 16:33:10.639136
1130,1130,Card,28009,Refunded,2025-09-19 16:33:10.639136
1131,1131,NetBanking,12328,Failed,2025-12-07 16:33:10.639136
1132,1132,Wallet,49235,Failed,2025-08-13 16:33:10.639136
1133,1133,UPI,59708,Failed,2025-10-30 16:33:10.639136
1134,1134,NetBanking,49348,Paid,2025-02-16 16:33:10.639136
1135,1135,Wallet,12572,Failed,2024-10-18 16:33:10.639136
1136,1136,Wallet,31523,Paid,2026-02-06 16:33:10.639136
1137,1137,UPI,7698,Refunded,2025-02-08 16:33:10.639136
1138,1138,COD,77488,Paid,2025-03-12 16:33:10.639136
1139,1139,Wallet,72053,Paid,2024-10-29 16:33:10.639136
1140,1140,UPI,64179,Refunded,2024-09-22 16:33:10.639136
1141,1141,NetBanking,37886,Refunded,2025-07-14 16:33:10.639136
1142,1142,UPI,68243,Refunded,2026-02-18 16:33:10.639136
1143,1143,COD,39518,Paid,2025-03-19 16:33:10.639136
1144,1144,COD,38999,Failed,2024-07-20 16:33:10.639136
1145,1145,COD,75033,Paid,2025-03-02 16:33:10.639136
1146,1146,NetBanking,3012,Refunded,2025-07-12 16:33:10.639136
1147,1147,NetBanking,48522,Paid,2025-10-01 16:33:10.639136
1148,1148,COD,51574,Paid,2024-03-02 16:33:10.639136
1149,1149,NetBanking,70714,Refunded,2025-01-12 16:33:10.639136
1150,1150,NetBanking,19494,Refunded,2024-08-23 16:33:10.639136
1151,1151,NetBanking,14704,Refunded,2025-12-27 16:33:10.639136
1152,1152,Card,54027,Paid,2024-06-29 16:33:10.639136
1153,1153,NetBanking,8700,Paid,2025-09-15 16:33:10.639136
1154,1154,NetBanking,67378,Paid,2024-06-18 16:33:10.639136
1155,1155,UPI,79677,Paid,2025-05-10 16:33:10.639136
1156,1156,UPI,77222,Refunded,2024-04-28 16:33:10.639136
1157,1157,Wallet,36682,Refunded,2024-02-22 16:33:10.639136
1158,1158,Wallet,9013,Refunded,2025-06-11 16:33:10.639136
1159,1159,UPI,6621,Paid,2024-07-07 16:33:10.639136
1160,1160,NetBanking,53443,Refunded,2024-08-09 16:33:10.639136
1161,1161,Wallet,3361,Failed,2026-01-03 16:33:10.639136
1162,1162,Wallet,60733,Failed,2025-07-05 16:33:10.639136
1163,1163,NetBanking,6721,Paid,2024-11-29 16:33:10.639136
1164,1164,Wallet,61036,Paid,2026-02-02 16:33:10.639136
1165,1165,NetBanking,66590,Paid,2024-05-31 16:33:10.639136
1166,1166,UPI,74015,Failed,2025-05-01 16:33:10.639136
1167,1167,Wallet,52790,Failed,2025-05-08 16:33:10.639136
1168,1168,UPI,64537,Failed,2024-09-13 16:33:10.639136
1169,1169,COD,78138,Failed,2025-03-24 16:33:10.639136
1170,1170,Wallet,14889,Refunded,2024-08-08 16:33:10.639136
1171,1171,Card,5039,Failed,2024-06-21 16:33:10.639136
1172,1172,Card,48486,Failed,2024-10-21 16:33:10.639136
1173,1173,Wallet,60435,Failed,2025-08-15 16:33:10.639136
1174,1174,Wallet,23099,Failed,2024-04-04 16:33:10.639136
1175,1175,UPI,65210,Failed,2024-06-06 16:33:10.639136
1176,1176,NetBanking,61407,Refunded,2024-11-17 16:33:10.639136
1177,1177,Wallet,54734,Refunded,2025-06-17 16:33:10.639136
1178,1178,Card,47793,Refunded,2024-06-21 16:33:10.639136
1179,1179,Wallet,17333,Refunded,2024-06-13 16:33:10.639136
1180,1180,NetBanking,65295,Failed,2025-07-24 16:33:10.639136
1181,1181,NetBanking,37182,Failed,2025-05-25 16:33:10.639136
1182,1182,Wallet,31494,Failed,2025-11-08 16:33:10.639136
1183,1183,Wallet,43859,Refunded,2025-09-04 16:33:10.639136
1184,1184,COD,28532,Refunded,2024-10-16 16:33:10.639136
1185,1185,COD,50876,Refunded,2025-10-03 16:33:10.639136
1186,1186,Wallet,61761,Paid,2024-08-18 16:33:10.639136
1187,1187,COD,19152,Paid,2024-05-11 16:33:10.639136
1188,1188,Wallet,26433,Paid,2026-02-01 16:33:10.639136
1189,1189,NetBanking,33514,Failed,2025-12-05 16:33:10.639136
1190,1190,Wallet,16333,Paid,2025-03-15 16:33:10.639136
1191,1191,NetBanking,14871,Refunded,2024-05-20 16:33:10.639136
1192,1192,Wallet,55280,Refunded,2025-09-30 16:33:10.639136
1193,1193,Card,27832,Failed,2024-10-20 16:33:10.639136
1194,1194,UPI,28103,Refunded,2024-05-07 16:33:10.639136
1195,1195,Card,72959,Failed,2025-09-11 16:33:10.639136
1196,1196,Card,5391,Failed,2025-12-06 16:33:10.639136
1197,1197,NetBanking,69716,Paid,2025-07-30 16:33:10.639136
1198,1198,NetBanking,49209,Paid,2024-10-17 16:33:10.639136
1199,1199,COD,43648,Paid,2025-04-27 16:33:10.639136
1200,1200,Card,7181,Paid,2025-10-23 16:33:10.639136
1201,1201,COD,72140,Failed,2024-11-04 16:33:10.639136
1202,1202,NetBanking,66283,Paid,2024-06-14 16:33:10.639136
1203,1203,Card,73407,Paid,2025-04-06 16:33:10.639136
1204,1204,Wallet,77432,Paid,2024-12-12 16:33:10.639136
1205,1205,COD,16219,Failed,2024-10-12 16:33:10.639136
1206,1206,Wallet,21853,Paid,2024-07-08 16:33:10.639136
1207,1207,Wallet,29170,Paid,2025-05-15 16:33:10.639136
1208,1208,NetBanking,67136,Failed,2025-01-27 16:33:10.639136
1209,1209,UPI,32220,Refunded,2025-12-16 16:33:10.639136
1210,1210,COD,57790,Failed,2025-12-09 16:33:10.639136
1211,1211,UPI,41653,Failed,2025-06-26 16:33:10.639136
1212,1212,NetBanking,63444,Refunded,2024-05-09 16:33:10.639136
1213,1213,NetBanking,39607,Paid,2024-05-04 16:33:10.639136
1214,1214,Card,39687,Paid,2024-12-24 16:33:10.639136
1215,1215,COD,27252,Failed,2024-10-29 16:33:10.639136
1216,1216,Wallet,10225,Paid,2026-01-25 16:33:10.639136
1217,1217,COD,65074,Failed,2024-03-22 16:33:10.639136
1218,1218,Wallet,18644,Failed,2024-07-29 16:33:10.639136
1219,1219,UPI,35808,Refunded,2024-03-25 16:33:10.639136
1220,1220,Card,50077,Refunded,2026-02-06 16:33:10.639136
1221,1221,COD,59275,Refunded,2025-02-13 16:33:10.639136
1222,1222,NetBanking,24638,Refunded,2024-11-07 16:33:10.639136
1223,1223,Card,26344,Refunded,2024-05-31 16:33:10.639136
1224,1224,NetBanking,70433,Failed,2025-06-04 16:33:10.639136
1225,1225,UPI,68469,Refunded,2025-01-06 16:33:10.639136
1226,1226,COD,2372,Failed,2025-09-27 16:33:10.639136
1227,1227,COD,30062,Refunded,2025-12-08 16:33:10.639136
1228,1228,COD,35068,Paid,2024-04-20 16:33:10.639136
1229,1229,UPI,2250,Failed,2024-07-17 16:33:10.639136
1230,1230,NetBanking,77926,Failed,2024-11-11 16:33:10.639136
1231,1231,Wallet,25490,Failed,2024-11-30 16:33:10.639136
1232,1232,Wallet,19894,Paid,2024-02-20 16:33:10.639136
1233,1233,UPI,68956,Paid,2025-07-20 16:33:10.639136
1234,1234,Wallet,54681,Refunded,2025-11-17 16:33:10.639136
1235,1235,UPI,28266,Paid,2025-11-22 16:33:10.639136
1236,1236,Wallet,32367,Failed,2025-05-23 16:33:10.639136
1237,1237,COD,27743,Refunded,2024-12-29 16:33:10.639136
1238,1238,Wallet,10366,Paid,2024-05-20 16:33:10.639136
1239,1239,COD,65668,Paid,2024-08-30 16:33:10.639136
1240,1240,COD,60238,Failed,2025-03-30 16:33:10.639136
1241,1241,UPI,12325,Failed,2024-12-08 16:33:10.639136
1242,1242,Card,50577,Paid,2024-12-24 16:33:10.639136
1243,1243,COD,42580,Failed,2025-04-20 16:33:10.639136
1244,1244,Card,625,Paid,2024-06-24 16:33:10.639136
1245,1245,Card,44985,Refunded,2024-11-01 16:33:10.639136
1246,1246,NetBanking,22432,Paid,2025-12-29 16:33:10.639136
1247,1247,Card,74860,Failed,2024-02-23 16:33:10.639136
1248,1248,NetBanking,11126,Failed,2024-10-28 16:33:10.639136
1249,1249,COD,30225,Failed,2025-03-19 16:33:10.639136
1250,1250,NetBanking,8334,Refunded,2025-02-01 16:33:10.639136
1251,1251,COD,62103,Refunded,2024-04-09 16:33:10.639136
1252,1252,UPI,54872,Paid,2024-10-31 16:33:10.639136
1253,1253,Wallet,69076,Paid,2024-04-11 16:33:10.639136
1254,1254,NetBanking,75971,Failed,2024-06-08 16:33:10.639136
1255,1255,NetBanking,25088,Failed,2024-07-04 16:33:10.639136
1256,1256,UPI,34247,Refunded,2024-05-16 16:33:10.639136
1257,1257,Card,259,Paid,2024-08-06 16:33:10.639136
1258,1258,COD,14184,Failed,2025-01-30 16:33:10.639136
1259,1259,NetBanking,9030,Failed,2025-07-29 16:33:10.639136
1260,1260,UPI,79809,Failed,2025-05-10 16:33:10.639136
1261,1261,COD,11458,Refunded,2025-01-27 16:33:10.639136
1262,1262,COD,16170,Paid,2024-09-29 16:33:10.639136
1263,1263,Card,57183,Failed,2025-02-21 16:33:10.639136
1264,1264,UPI,18612,Refunded,2025-02-01 16:33:10.639136
1265,1265,Wallet,9026,Failed,2025-05-05 16:33:10.639136
1266,1266,COD,72541,Paid,2025-05-13 16:33:10.639136
1267,1267,Wallet,13163,Refunded,2025-03-07 16:33:10.639136
1268,1268,NetBanking,72132,Paid,2025-09-20 16:33:10.639136
1269,1269,UPI,43348,Paid,2024-12-26 16:33:10.639136
1270,1270,Wallet,23567,Paid,2024-05-16 16:33:10.639136
1271,1271,Wallet,15423,Refunded,2026-01-21 16:33:10.639136
1272,1272,UPI,37311,Paid,2025-09-25 16:33:10.639136
1273,1273,Wallet,79839,Failed,2025-07-18 16:33:10.639136
1274,1274,UPI,38236,Paid,2024-12-06 16:33:10.639136
1275,1275,UPI,11221,Paid,2025-07-28 16:33:10.639136
1276,1276,COD,52205,Refunded,2025-10-06 16:33:10.639136
1277,1277,Card,76285,Paid,2024-12-06 16:33:10.639136
1278,1278,Card,54226,Failed,2024-07-25 16:33:10.639136
1279,1279,UPI,16021,Paid,2026-02-15 16:33:10.639136
1280,1280,UPI,14365,Failed,2024-12-24 16:33:10.639136
1281,1281,UPI,20142,Paid,2025-11-14 16:33:10.639136
1282,1282,Wallet,39878,Refunded,2024-12-29 16:33:10.639136
1283,1283,NetBanking,66154,Refunded,2025-08-05 16:33:10.639136
1284,1284,NetBanking,53054,Failed,2025-11-19 16:33:10.639136
1285,1285,COD,71471,Paid,2026-01-26 16:33:10.639136
1286,1286,Wallet,19451,Failed,2024-08-28 16:33:10.639136
1287,1287,Wallet,16534,Paid,2025-12-27 16:33:10.639136
1288,1288,NetBanking,60108,Refunded,2025-01-18 16:33:10.639136
1289,1289,Wallet,13540,Failed,2025-01-03 16:33:10.639136
1290,1290,COD,75791,Paid,2025-01-04 16:33:10.639136
1291,1291,Card,19799,Refunded,2024-06-14 16:33:10.639136
1292,1292,Wallet,3534,Paid,2024-05-29 16:33:10.639136
1293,1293,Card,8278,Refunded,2025-01-06 16:33:10.639136
1294,1294,Card,28738,Paid,2025-02-20 16:33:10.639136
1295,1295,NetBanking,70142,Paid,2024-10-17 16:33:10.639136
1296,1296,COD,24190,Refunded,2024-11-01 16:33:10.639136
1297,1297,UPI,16634,Paid,2024-11-02 16:33:10.639136
1298,1298,NetBanking,23026,Failed,2025-06-21 16:33:10.639136
1299,1299,UPI,32010,Paid,2024-02-29 16:33:10.639136
1300,1300,Card,41243,Paid,2024-11-04 16:33:10.639136
1301,1301,Card,31885,Refunded,2025-04-28 16:33:10.639136
1302,1302,NetBanking,5358,Failed,2025-06-18 16:33:10.639136
1303,1303,NetBanking,4084,Failed,2024-07-05 16:33:10.639136
1304,1304,Wallet,26139,Refunded,2025-11-29 16:33:10.639136
1305,1305,Wallet,70357,Failed,2025-12-05 16:33:10.639136
